Sr. No.,College Name,University Name,District,Taluka,Exclusively in Womens Colleges,"College Types","(Report no 5)
Whether Minority Institution (Yes/No)","Linguistic/
Religious_Type",JD Region,Correspondence Address,Email,Contact Phone 1,Contact Phone 2,Mobile,Principal Name,College Type
2026,Venkatesh Mahavidyalaya Valandi,Swami Ramanand Teerth Marathwada University Nanded,Latur,Deoni,Co-Education,Urban,No,Select,Nanded,Tq:deoni Dist: Latur,namdevkarbhari01@gmail.com,9421486107,-9421486107,9421453913,Namdev Karbhari,Non-Aided
2027,Shanta Baburao Pawar Varishtha Mahavidyalay Shekta Tal+Dist- Aurangabad,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Aurangabad,Aurangabad,Co-Education,Rural,No,Select,Aurangabad,GUT NO 41 SHEKTA AURANGABADPLOT NO 21 VASANT NAGAR JAWAHAR COLONY AURANGABAD,MUKESHPAWAR17783@GMAIL.COM,91-9823332733,91-9823332733,7020134033,MUKESH BABURAO PAWAR,Non-Aided
2028,Arts Science & Commerce College Rahata Tal.Rahata Dist.Ahmednagar,Savitribai Phule Pune University Pune,Ahmednagar,Rahata,Co-Education,Rural,No,Select,Pune,At/Post: RahataTal.Rahata Dist.Ahmednagar,rahatacollege@rediffmail.com,02423 - 295488,-9657400677,9890655249,Prof.S.V.Lahare,Aided
2029,Dnyanvardhini Trust's Sonubhau Baswant College of Arts & Commerce Shahapur Dist. Thane 421 601,Mumbai University Mumbai,Thane,Shahapur,Co-Education,Rural,No,Select,Panvel,Dnyanvardhini Trust's Sonubhau Baswant College of Arts & Commerce Shahapur Naginbhai Vasa Marg Sa,sbcollege123@yahoo.com,02527-272102 / 299393,02527-272102,7028029016,I/C Prin. Dr. ANILKUMAR SHIVNARAYAN SINGH,Aided
2030,Rural Foundation Nandurbar Sanchalit Varishth Science Mahavidyalaya Akkalkuwa Dist-Nandurbar,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon,Nandurbar,Akkalkuwa,Co-Education,Tribal,No,Select,Jalgaon,Rural Foundation Nandurbar Sanchalit Senior Science Collage Akkalkuwa Dist Nandurbar (425415),rfnsseniorscienceakk@gmail.com,2567252820,02567252-9823774622,9420533719,Prof. Dr. C. P. Sawant,Aided
2031,Ba. Sheshrao Wankhede College of Education Nagpur,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Nagpur,Nagpur Urban,Co-Education,Urban,No,Select,Nagpur,Bar. S.K. Wankhede College of Education Law College Sq. Amravati Road Nagpur 01,rtmskwbed@yahoo.com,0712-2520775,0712-2520775,9890878696,Dr. Vidya Bharambe,Aided
2032,Mahatma Phule College of Education Velapur Tal.-Malshiras,Punyashlok Ahilyadevi Holkar Solapur University Solapur,Solapur,Malshiras,Co-Education,Rural,No,Select,Solapur,mahatma phule college of education akluj(malewadi)Tal-malshirasDist-solapurpin-413108,mpceakluj@gmail.com,2185223408,02185-223408,8208701964,jayshree Ambadas Dhumal,Non-Aided
2033,Mahila Arts College Umred Dist Nagpur,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Nagpur,Umred,Girls,Rural,No,Select,Nagpur,Near Dr. Alone HospitalMangalwari Peth,mahilakalamahavidyalay@gmail.com,07116-244243,07116-244243,9423407328,DR.SHYAM BHOJRAJ PUNDE,Aided
2034,Santaji Mahavidyalaya Armori,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Gadchiroli,Armori,Co-Education,Urban,No,Select,Nagpur,Armori At post Taluka ArmoriDist.Gadchiroli,santaji1156@gmail.com,7137266302,-9527829086,9527829086,Shri Sushil B Khobragade,Non-Aided
2035,M. P. Law College Aurangabad,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Aurangabad,Co-Education,Urban,No,Select,Aurangabad,M. P. Law College CampusSamarth Nagar Road Behind Nirala Bazar,mplawcollege@gmail.com,0240-2336621,0240-2336621,9403323175,Dr.C. M. RAO,Aided
2036,Bharati Vidyapeeth New Law College Sangli,Shivaji University Kolhapur,Sangli,Miraj,Co-Education,Urban,No,Select,Kolhapur,5th floorBharati vidyapeeth BhavanRajwada Chowksangli,bvnlcs@yahoo.co.in,0233-2377256,0233-2377256,7798114132,Mrs.Dr.Pooja Prashant Narwadkar,Aided
2037,Hirachand Nemchand College of CommerceSolapur,Punyashlok Ahilyadevi Holkar Solapur University Solapur,Solapur,North Solapur,Co-Education,Urban,Yes,Religious,Solapur,SETH WALCHAND HIRACHAND MARG ASHOK CHOWK SOLAPUR,hnprincipal@gmail.com,0217-2656100,0217-2656100,9822077709,Principal Dr.S.K.Shah,Aided
2038,M B Patel Arts Commerce & Science College SakoliDist Bhandara,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Bhandara,Sakoli,Co-Education,Rural,Yes,Linguistic,Nagpur,At+Post+Tah- Sakoli. Dist.Bhandara (M.S.) Pin code 441 802At+Post+Tah- Sakoli. Dist.Bhandara (M.S.),mbpatelcollege@rediff.com,07186-236140,07186-236140,9422822598,Dr.CHINTAMAN JANARDHAN KHUNE,Aided
2039,Shri Jain Vidya Prasarak Mandal Shri Jain Vidya Prasarak Mandal B.Ed College,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Urban,Yes,Religious,Pune,fattechand margchinchwadgaonpune-411033fattechand margchinchwadgaonpune-411033,sjvpmbed@gmail.com,020-27352274,020-2752274,9404815368,kothawade Pravin Laxaman,Non-Aided
2040,Subhashrao Naik Mahavidyalay Tal-Karanja Dist- Washim,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Washim,Karanja Lad,Co-Education,Rural,No,Select,Amravati,AT LOHAGAON POST MAHAGAONTQ KARANJA DIST WASHIM,sncollegelohagaon2022@gmail.com,91-8999290297,91-8999290297,9923900777,RAVINA MADHAV CHAVHAN,Non-Aided
2041,C.SM.'S ARTS &COMMERCE COLLEGE CHAKAN,Savitribai Phule Pune University Pune,Pune,Khed,Co-Education,Rural,No,Select,Pune,C.S.M's ARTS AND COMMERCE COLLEGE AGARWADI ROAD CHAKAN TAL. KHED. DIST. PUNE. 410501,csmaccc@rediffmail.com,0-9423327281,0-9423327281,9423327281,Dr.Rajesh Shashikant Latane,Aided
2042,Narsee Monjee College of Commerce & Economics (Autonomous),Mumbai University Mumbai,Mumbai Suburban,Andheri,Co-Education,Urban,Yes,Linguistic,Mumbai,New SBMP Building Opp. Cooper Hospital Bhakti Vedant Marg Behind B.J. Hall Vile Parle (W) Mumbai,NMCollege@nmcce.ac.in,42338000,42338000-,9869076756,Dr. Parag Ajagaonkar (Principal),Aided
2043,M.S.P.Mandal's Majalgaon Arts Science & Commerce College Majalgaon Dist. Beed.`,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Beed,Majlgaon,Co-Education,Rural,No,Select,Aurangabad,Georai Road MajalgaonMain Road Majalgaon,majalgaon_college123@yahoo.in,02443-234037,02443-234037,9657616263,Dr. Govardhan Karbhari Sanap,Aided
2044,Late Wamanrao Gaddamawar Art and Commerce College,Gondwana University Gadchiroli,Gadchiroli,CHAMORSHI,Co-Education,Rural,No,Select,Nagpur,At.Post Kunghada(Rayatwari),ashokkunghadkar9790@gmail.com,7135263226,-274358,9421719745,Santosh Parijan Undirwade,Non-Aided
2045,Children Welfare Centre. Clara’s College of Education Yari Road 2009-2010 1466 Versova Mumba,Mumbai University Mumbai,Mumbai Suburban,Andheri,Co-Education,Urban,Yes,Linguistic,Mumbai,Yari Road Versova Mumbai - 4000 61 Andheri (W),cwchs@hotmail.com,022-26365385,022-26365385,9323738873,DR. RATNAPRABHA RAJMANE,Non-Aided
2046,Janvikas Shikshan Sanstha's Arts & Commerce College Yeoda,Sant Gadge Baba Amravati University Amravati,Amravati,Daryapur,Co-Education,Rural,No,Select,Amravati,AT POST YEODA TQ. DARYAPUR DIST. AMRAVATI PIN: 444706,accollegeyeoda@gmail.com,7224237063,07224-237063,9657233055,Dr. Y.G. Singh,Aided
2047,Synergy Foundation Synergy School of Commerce,Savitribai Phule Pune University Pune,Pune,Pune City,Co-Education,Urban,Yes,Linguistic,Pune,Sharda Towers surey no 19/2 Plot No-15 Nal stop Erandwane Pune- 411004,pgaedutech@gmail.com,,-9881786442,8888850501,Mrs.Meera Jindal,Non-Aided
2048,Sant Ravidas Shikshan Sanstha Sanchlit Supriya Tai Suley Management Science College,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Aurangabad,Co-Education,Rural,No,Select,Aurangabad,s.s. college of manegment&science Hudco N 11 Aurangabaddo,sscollegeofmanegmentscience@gmail.com,0240-2382898,0240-2382898,9422725424,Incharge Principal,Non-Aided
2049,Ashok Moharkar College,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Bhandara,Bhandara,Co-Education,Rural,No,Select,Nagpur,AT.PAHELA TAH.DISTT BHANDARA,amc.pahela@rediffmail.com,1784271222,271137-9404113261,9404113261,DR. PRITI ASHOK MOHARKAR,Non-Aided
2050,Thakur Educational Trust's Thakur Ramnarayan College of Law Dahisar Gaon Dahisar (E)- 68,Mumbai University Mumbai,Mumbai City,Mumbai City,Co-Education,Urban,Yes,Linguistic,Mumbai,Thakur Ramnarayan Educational Campas  S.V. Road Dahisar East Mumbai - 400 068,admin@trcl.org.in,022-28281200,022-28281200,8097769785,Dr. A. K. Singh,Non-Aided
2051,Jai Ganesh B.Ed. College,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Urban,No,Select,Pune,Prin. Dr. Sudhakarrao Jadhavar Edu. Campus Manaji Nagar. Nahre Road Wadgaon BK Pune 411041,jaiganesh_bed@yahoo.com,8975054114,-9527718300,9823641870,Dr.Salukhe Savita Uttamrao,Non-Aided
2052,Institute of Computer & Management Studies Kasegaon Tal.,Punyashlok Ahilyadevi Holkar Solapur University Solapur,Solapur,Pandharpur,Co-Education,Rural,No,Select,Solapur,Old Kasegaon Road kasegaonPandharpur,icmskasegaon@yahoo.com,,02186-232233,7758994905,Dr.A.S.Bhoite,Non-Aided
2053,P.N. SARODE COLLEGE OF ARTS COMMERCE & HOME SCIENCE HINGANGHAT,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Wardha,HINGANGHAT,Co-Education,Rural,No,Select,Nagpur,Nandori RoadSawli(wagh) Tah. Hinganghat. Dist. Wardha 442301,pnsarodemahavidyalay@gmail.com,07153-245717 Mob No. 9970032438,07153-245717 Mob No. 9970032438,9970032438,Mr. Pravin Kamble,Non-Aided
2054,Gokhale Education Society's HPT Arts & RYK Science College Nashik-5,Savitribai Phule Pune University Pune,Nashik,Nashik,Co-Education,Urban,No,Select,Pune,HPT Arts and RYK Science College Prin. T. A. Kulkarni Vidynagar College Road Nashik-5,v_bobade31@rediffmail.com,0253-2572153,0253-2572153,9970499527,Dr. V. N. Suryawanshi,Aided
2055,Shriniketan Arts Comm.College nagpur,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Nagpur,Nagpur Urban,Co-Education,Urban,No,Select,Nagpur,Reshimbag Tulshibag road Nagpur,snacc_ngp@yahoo.in,0712-2745162,0712-2745162,8390650088,DR MRS SHIRIBALA V. DESHPANDE,Aided
2056,Chandrakala Sevabhavi Sanstha Prof. Bhaurao Ubale Patil Sr. College Sultanpur Khultabad.,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Khuldabad,Co-Education,Rural,No,Select,Aurangabad,sultanpur tq.khultabad dist.aurangabad,pbupatilcollege@gmail.com,-9657259074,-9657259074,9657259074,wakle b.j.,Non-Aided
2057,NATIONAL INSTITUTE OF FASHION DESIGNING KASAR SIRSI,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Latur,Nilanga,Girls,Rural,Yes,Religious,Nanded,Kasar Sirsi Tal: Nilanaga Dist: Latur,farokdeshmukh@gmail.com,9960888907,-9960888907,9975469123,Chavan A.B.,Non-Aided
2058,St. Arnolds Education Trust's St. Arnolds Night Degree College of Arts & Commerce,Mumbai University Mumbai,Mumbai Suburban,Andheri,Co-Education,Urban,Yes,Religious,Mumbai,Gyan Ashram Campus Mahakali Caves RoadAndheri East,arnoldegreecollege@gmail.com,022-28396154,022-28396154,9821511141,SOMA PRADEEP PRASAD,Non-Aided
2059,M.S.P Mandal’s G.R.Patil College of Science & Commerce Ambernath,Mumbai University Mumbai,Thane,Ambarnath,Co-Education,Urban,No,Select,Panvel,ROYAL CASTLE FANSIPADA AMBERNATH(E),grpatilcollege_ambernath@rediffmail.com,8459640327,0251-6483005,9960500557,Mrs.Smriti S.Nag,Non-Aided
2060,Smt.Shyampatidevi Mishra Educational Trust’s Shri G.P.M.Degree College of Sicence & Comm,Mumbai University Mumbai,Mumbai Suburban,Andheri,Co-Education,Urban,Yes,Linguistic,Mumbai,Rajshree shahu Maharaj Road Telli Galli Andheri East Mumbai -69,shrigpm@gmail.com,022-26833455,022-26833455,9769346223,Dr. Vandana Sinha Incharge Principal,Non-Aided
2061,Yeshwantrao Chavan Arts Science College Mangrulpir,Sant Gadge Baba Amravati University Amravati,Washim,Mangrulpir,Co-Education,Rural,No,Select,Amravati,Mangrulpir Dist. Washim,principalyccmp@rediffmail.com,07253-260473,07253-260473,9421753186,Dr.S. H. Kanherkar,Aided
2062,PVG's Sriram Sadashiv Dhamankar College of Commerce Science & Arts,Savitribai Phule Pune University Pune,Nashik,Nashik,Co-Education,Urban,No,Select,Pune,206 Behind Relaince Petrol PumpDindori Road Meri-Mhasrul,pvgcollegenasik@rediffmail.com,0253- 6480020,0253-0253 2530117,9011016193,Dr.S.G.Wakchaure,Non-Aided
2063,Dr.Ambedkar college of ArtsCommerce & ScienceChandrapur,Gondwana University Gadchiroli,Chandrapur,Chandrapur,Co-Education,Urban,Yes,Religious,Nagpur,DeekshabhoomiCivil lines Chandrapur (M.S.) 442401,ambedkarcollege@hotmail.com,7172256080,-9822466247,9423691422,Dr. Rajesh Rambhau Dahegaonkar,Aided
2064,B.A.Alias Bhaisaheb Sawant Adhyapak Mahavidyalay Sawarde,Mumbai University Mumbai,Ratnagiri,Chiplun,Co-Education,Rural,No,Select,Panvel,At Post Sawarde,bsamsawarde@yahoo.in,02355-264009,02355-264009,9623232288,SHRI. RATAN BHIMRAO KAMBLE,Non-Aided
2065,Bapusaheb Patil Ekambekar Maha. Udgir,Swami Ramanand Teerth Marathwada University Nanded,Latur,Udgir,Co-Education,Rural,No,Select,Nanded,Near Sundar Gardan Mangal Karayalay Shelhal Road Udgir Tq.Udgir Dist.Latur Pin.- 413517,bpec354@gmail.com,9970797271,-9881182275,9158860681,Dr. Kshirsagar Omprakash Motiram,Aided
2066,Mahatma Phule Vidya Pratishthan's Shantabai Shivram Pawar College Ambegaon Bk Pune-411046,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Urban,No,Select,Pune,Sr No.32/2/1 Behind Bharti Vidyapeeth Ambegaon BkPune-411046.,sspawarcollege@gmail.com,020-24364207,020-24364207,7807075959,Navnath Balasaheb Gadekar,Non-Aided
2067,Govt. of Maharashtra's Elphinstone College Mumbai,Dr. Homi Bhabha State University,Mumbai City,Mumbai City,Co-Education,Urban,No,Select,Mumbai,156 M G Marg fortkalaghoda,elphinstone1856@gmail.com,022-22843797,022-22843797,9975235028,Prof. Dr. Rajendra S. Dhamnaskar,Govt.
2068,Pune Institute of Aviation Technology Ambegao BK. Pune-411046,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Urban,No,Select,Pune,Survey No. 65 Behind Ashok Leyland Workshop Katraj Mumbai Bypass Ambegaon BK Pune - 411046,info@puneiat.edu.in,020-29840041,020-29840041,9822414141,Jagdish Jivanlal Wani,Non-Aided
2069,Shivaji Arts Commerce & Science College Rajura Dist.Chandrapur,Gondwana University Gadchiroli,Chandrapur,Rajura,Co-Education,Rural,No,Select,Nagpur,Asifabad Road Rajura Ta. Rajura Dist. ChandrapurAsifabad Road Rajura Ta. Rajura Dist. Chandrap,shrishivajicr@gmail.com,07173-222215 222225,07173-222215,9890018253,DR. S.M. WARKAD,Aided
2070,Shri Shivaji Arts commerce & Science College Motala Dist Buldana.,Sant Gadge Baba Amravati University Amravati,Buldhana,Motala,Co-Education,Rural,No,Select,Amravati,Old Malkapur Raod Behind Sakshi Restrurant Motala,ssacscm317@gmail.com,07267-245320 / 24,07267-245324,9763561505,Dr. G. N. JADHAO,Aided
2071,The Bassein Gujarathi Education Society’s Shah Khimchand Bhai Muljibhai College of Comm,Mumbai University Mumbai,Palghar,Vasai-Virar,Co-Education,Rural,Yes,Linguistic,Panvel,Bazarpeth parnaka,skmcollege2002@gmail.com,2502344240,-9209579766,9890107586,I/C Salim Karim Memon,Non-Aided
2072,Arts Science and Commerce College Vizora Tal. Bhokardhan Dist.Jalna,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Jalna,Bhokardan,Co-Education,Rural,No,Select,Aurangabad,At Post Vizora Tq Bhokardan Dist jalna,vizoracollege@gmail.com,7620904750,-9420224694,9552041018,IN CH MR.SHANKAR P. BAVANE,Non-Aided
2073,Dr.Gopalrao Khedkar MahavidyalayaGadegaon (Telhara),Sant Gadge Baba Amravati University Amravati,Akola,Telhara,Co-Education,Rural,No,Select,Amravati,Shegaon Road TelharaShegaon RoadTelhara,clg_tel_dgk@ssesa.org,91-9561485814,91-7588757753,919561485814,Dr.G.J.Dhole,Aided
2074,Vasantrao Kale Mahavidyalaya Dhoki,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Osmanabad,Osmanabad,Co-Education,Rural,No,Select,Aurangabad,Dhoki,kspmskaladhoki@rediffmail.com,02472-299483,-9657729514,9657729514,Dr. Haridas Raosaheb Fere,Aided
2075,Chhatrapati Shahu ArtsCommerce & Science College.,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Gangapur,Co-Education,Rural,No,Select,Aurangabad,At.Post.Lasur Station Tq.Gangapur Dist. Aurangabad,shau.lasurstation@gmail.com,2433241052,091-8275324508,9860513872,Dr.S.D.Naikwade,Non-Aided
2076,Chhatrapati Shivaji B.Sc & B.C.A. Computer Science Mahavidhyalaya,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Aurangabad,Co-Education,Rural,No,Select,Aurangabad,OAISIS CHOWKNAGAR ROADPANDHARPUR AS 344ABOVE,chhatrapati.shivajicollege@gmail.com,9809779797,-8308239950,9809779797,GANESH SURESH RAGADE,Non-Aided
2077,Deshbhakta Anandrao Balawantrao Naik Arts and Science College Chikhali,Shivaji University Kolhapur,Sangli,Shirala,Co-Education,Rural,No,Select,Kolhapur,Yashwantnagar Chikhali Tal- Shirala Dist- Sangli.,dabn_chikhali@rediffmail.com,02345-231275,02345-231275,9970700471,Dr S R Patil,Aided
2078,D.P.Bhosale College KOREGAON-415 501 Tal- Karegaon Dist-Satara,Shivaji University Kolhapur,Satara,Koregaon,Co-Education,Rural,No,Select,Kolhapur,At/Po- Koregaon Tal-Koregaon Dist-Satara,kor162.cl@unishivaji.ac.in,02163-220219,02163-220219,9822860215,Dr. V.S. Sawant,Aided
2079,Swami Vivekanand Mahavidyalaya Shirur Tajband,Swami Ramanand Teerth Marathwada University Nanded,Latur,Ahmadpur,Co-Education,Rural,Yes,Religious,Nanded,At.PostShirur Taj.Ta.Ahmedpur Dist.LaturAt.Post.Shirur Ta.Ahmedpur,svmst1991@gmail.com,2381220113,-9960855522,9403670678,Dr.Mane D.G.,Aided
2080,Baliram Bansode College of Education Chale Pandhapur  Solapur,Punyashlok Ahilyadevi Holkar Solapur University Solapur,Solapur,Pandharpur,Co-Education,Rural,No,Select,Solapur,A/p-Chale Tal- Pandharpur Dist-Solapur,bbsmcollege@gmail.com,2186248233,-9890306605,9890306605,Shri. Waghmode Dnyaneshwar Mahadev,Non-Aided
2081,Joshaba Civil Services Mahavidyalay Amravati,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Amravati,Warud,Co-Education,Rural,No,Select,Amravati,Malkapur Dhanodi Road Shendurjana GhatTal.Warud Dist.Amravati,joshaba.college@gmail.com,,-8379811272,9322580147,Dr.Madhav Sonekar,Non-Aided
2082,A.M. College of Education Malegaon Nashik,Savitribai Phule Pune University Pune,Nashik,Malegaon,Co-Education,Urban,Yes,Religious,Pune,KHATOON EDUCATIONAL CAMPUS BEHIND NATIONAL ESTATE MALEGAON DIST NASHIK,abdulmuttalibcoe@gmail.com,02554 230534,-9028259089,7385006625,DR.SHAIKH MUJEEB SHAIKH ZAMER,Non-Aided
2083,Late Nirdhan Patil Waghaye Art's Comm. & Sci. College Lakhani,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Bhandara,Lakhni,Co-Education,Urban,No,Select,Nagpur,At Po Ta Lakhani Dist Bhandara 441804,latenpwclakhani@gmail.com,7184246244,-9764089457,9764089548,off-Principal. Dr.Sudhakar shamrao Shende,Aided
2084,Shikshan Prasarak Mandal’s Kirbet College of Arts & Commerce Sakharpa,Mumbai University Mumbai,Ratnagiri,Sangameshwar,Co-Education,Rural,No,Select,Panvel,A/P - Sakharpa Tal - Sangmeshwar Dist - Ratnagiri,sakharpacollege09@gmail.com,2354268490,02354-248490/248783,9420153835,Dr. Patil V. G.,Non-Aided
2085,Modern Education Society Swargiya Chintamani Kondopnt Gulavani Educational Campus Shikshanshastra,Shivaji University Kolhapur,Sangli,Khanapur Vita,Co-Education,Rural,No,Select,Kolhapur,Prasad Chitra Mandir Road Vita,mesbedvita@gmail.com,2347272733,-9890361497,9422406287,Dr.Sou.Gulavani Megha Vishram,Non-Aided
2086,VYANKATESHWARA COLLEGE OF SCIENCE COMMERCE AND MANAGEMENT STUDIES,Gondwana University Gadchiroli,Chandrapur,Chandrapur,Co-Education,Rural,No,Select,Nagpur,Mahatardevi road ghugusMahatardevi road ghugus,suresh.chintamani@edu.in,7172285290,-8379058675,8379058675,Shri. Swapnil V. Dontulwar ( Secretary),Non-Aided
2087,Suryadatta School of International Hotel Management Bavdhan,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Pune,Haveli,Co-Education,Urban,Yes,Religious,Pune,Gayatri No.342Chandni Chowk Pashan Road Beside DSK Ranwara Bavdhan (Bk)Pune 411021,kksu.ssihm@suryadatta.edu.in,2067901300,-,8669602056,Chetan Mungantiwar,Non-Aided
2088,Shri. Balaji Shikshan Prasarak Mandal Ambajogayi Sanchlit Computer Science & Information Technology,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Beed,Ambajogai,Co-Education,Rural,No,Religious,Aurangabad,Ring Road Ambajogai Dist Beed 431517 Ring Road Ambajogai Dist Beed 431517,cocsit21@gmail.com,9850490582,02446-249612,7020338402,Dr. Chavan B.R.,Non-Aided
2089,Mauli B.A. Prashaskiy Seva Varishth Mahavidyalay Rajur,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Jalna,Bhokardan,Co-Education,Rural,No,Select,Aurangabad,At Post RajurTal Bhokardan Dist Jalna,dnpungle@gmail.com,91-9623602111,91-9623602111,8087253346,Mr D S Pungle,Non-Aided
2090,Shri Shahaji Chhatrapati Mahavidyalaya Dasara Chowk KOLHAPUR-416 002,Shivaji University Kolhapur,Kolhapur,Karveer,Co-Education,Urban,No,Select,Kolhapur,Shri.shaji chhatrapati Mahavidyala Dasara chowk Kolhapur.,shahaji_college_kop@yahoo.com,0231-2644204,0231-2644204,8308509457,DR. R. K. Shanediwan,Aided
2091,St. Wilfred’s College of Art’s Commerce & Science Panvel.,Mumbai University Mumbai,Raigad,Panvel,Co-Education,Rural,No,Select,Panvel,92/A/1 Mumbai - Pune old Highway Near Shedung toll plazaShedung Panvel,swespanvel@gmail.com,2143239091,91-9673545336,9414045814,Dr. Anirudha Rishi,Non-Aided
2092,Jmf's Vande Mataram Degree College of ArtsCommerce and Science,Mumbai University Mumbai,Thane,Kalyan,Co-Education,Urban,No,Select,Panvel,JMF's Sanskruti Vihar Telkos Wadi Dr. Nemade Road Old Dombivli Kopar X Road Diva-Vasai RouteDo,jmf_degreecollege@rediffmail.com,0251-2463809,0251-2463809,8655030889,Dr.Rajkumar Marotrao Kolhe,Non-Aided
2093,Swami Vivekananda Shikshan Va Yoga Mahavidyalaya Sakoli,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Bhandara,Bhandara,Co-Education,Rural,No,Select,Nagpur,NAGZIRA ROAD SAKOLI TAH SAKOLI DIS BHANDARA,swamiv.yoga614@gmail.com,India,-9421710105,9049794419,Mr. Devendra W. Isapure,Non-Aided
